# Id,E(Ry),Eat(Ry)
11931,-183.70409255,-12.99999255
11935,-243.12223833,-13.20213333
11936,-193.25401596,-13.11015996
11937,-200.30585005,-12.77728605
11938,-200.28901316,-12.76044916
11940,-181.32168321,-12.45317921
11944,-159.69538251,-9.66406651
11945,-221.86509446,-9.38194845999999
11946,-221.8634977,-9.38035170000001
11950,-186.41703296,-9.41841095999999
11951,-171.57552536,-10.48830936
11952,-159.89080668,-8.67871367999999
11953,-155.07129344,-7.53039244000001
11954,-159.94384316,-8.73175015999999
11955,-166.91369785,-8.31689685000001
11956,-142.99399607,-10.00659607
11957,-166.81852659,-8.22172559000001
11958,-205.64452755,-8.58561655
11959,-174.22799524,-9.90495424000002
11961,-232.01192759,-10.56671659
11966,-248.54060315,-12.14884815
11968,-217.68272006,-9.34845706000002
11970,-205.78834802,-8.72943702000001
11972,-193.55056389,-9.16723389000001
11976,-169.32635736,-8.89396035999999
11977,-212.5734391,-8.34927210000001
11978,-138.26609763,-8.94988963
11979,-145.32536724,-8.62445123999998
11980,-193.79393844,-8.01037944000001
11981,-179.00783826,-7.73545626000001
11982,-208.10704348,-9.21253647999998
11983,-150.47926754,-8.48747853999998
11984,-145.33962911,-8.63871311
11985,-164.65817929,-7.89697429
11988,-175.09346517,-8.48578416999999
11989,-169.55850671,-8.30913271
11991,-136.16857286,-9.38510386000002
12001,-198.25295921,-7.13974021000001
12009,-174.3942357,-7.01249769999998
12010,-196.21241267,-7.99573267
12012,-165.19842476,-5.63676175999998
12014,-85.84355863,-7.17787063
12019,-95.31406908,-7.42807707999999
12020,-105.09434378,-6.36836678
12021,-143.73365939,-4.88710439000002
12022,-95.27518404,-7.38919204
12023,-88.13785283,-5.75864883
12024,-89.578971,-5.173366
12025,-109.85242529,-5.57733629000001
12026,-220.2415888,-11.0744878
12027,-217.93195382,-8.41691381999999
12029,-279.33549922,-9.94963521999995
12030,-298.633566,-9.18741299999999
12031,-265.64849616,-11.03204816
12032,-265.27498244,-9.00006643999996
12033,-277.46466647,-8.51416947000001
12034,-246.57424684,-10.83731084
12035,-214.19348752,-7.94291952
12039,-332.66275563,-11.70383363
12040,-136.17423227,-9.39076327000001
12041,-169.95518889,-6.72233388999999
12042,-138.48736444,-7.39285443999998
12044,-167.41506694,-9.29595694
12045,-229.79200361,-9.00161161
12046,-217.96648144,-8.45144144
12048,-102.58847257,-8.97624056999999
12049,-109.61754503,-8.62060503000001
12050,-111.82434015,-7.11388415
12051,-126.53671897,-7.31508597
12053,-155.24208045,-9.57909945
12054,-275.53732573,-9.20573073000003
12057,-168.65821369,-6.63478269000001
12058,-152.7973998,-9.18946679999999
12059,-155.26598226,-9.60300125999998
12062,-200.62926553,-8.86122753000001
12067,-265.03998518,-8.76506917999995
12068,-272.09291522,-8.43329122
12069,-323.04105056,-9.64396455999997
12072,-174.30696702,-11.86184602
12073,-186.52929901,-9.53067700999998
12075,-265.02167079,-8.74675478999995
12076,-265.26302938,-8.98811337999996
12077,-203.38655626,-8.16324125999998
12079,-195.57397956,-7.47713356
12082,-193.54903411,-9.16570411000001
12083,-258.1699628,-9.27975480000001
12086,-186.52108381,-9.52246180999998
12087,-188.741866,-8.02972799999998
12088,-203.38439247,-8.16107746999998
12089,-200.54234753,-8.77430953000001
12090,-195.57460758,-7.47776157999999
12091,-231.64260355,-8.53892454999999
12092,-207.84686976,-10.35259176
12093,-220.0894207,-9.9195617
12094,-272.49162551,-10.49046951
12096,-116.90416972,-10.18098972
12097,-145.86587406,-6.36450006000001
12100,-121.6747685,-9.1830245
12101,-140.95054754,-8.39851454000001
12104,-123.9041292,-7.6988692
12105,-138.54543114,-7.82899413999999
12107,-174.27248758,-9.94944658
12110,-274.63534553,-11.97937053
12111,-236.56032339,-12.62469739
12112,-176.39827502,-11.42041502
12115,-195.61090247,-10.79220547
12119,-162.29557863,-9.24788963
12120,-162.28963091,-9.24194191000001
12121,-186.5137572,-9.51513519999997
12122,-205.78845133,-8.72954032999999
12124,-193.5532781,-9.1699481
12125,-209.88930869,-8.68151469
12126,-220.08386518,-9.91400618
12127,-205.70595835,-8.64704735000001
12129,-188.98133747,-8.96634247
12130,-161.97415754,-9.14592053999999
12132,-221.66913122,-13.64491122
12135,-171.85736242,-9.36991741999998
12136,-193.56600906,-9.18267906
12140,-298.71286182,-15.38410282
12141,-188.79026425,-9.95604625000001
12143,-145.49336487,-7.39221986999999
12144,-130.14271607,-8.23986307000001
12146,-179.34892285,-9.95446085
12148,-181.34904003,-9.64129102999999
12149,-146.69155108,-7.96423408000001
12150,-174.50915055,-8.78588054999997
12152,-152.1373063,-8.05168230000001
12153,-143.02391191,-10.03651191
12154,-166.90883392,-8.31203292000001
12155,-155.23305959,-9.57007859000001
12159,-157.47259016,-10.19346516
12160,-121.67378138,-9.18203738
12161,-119.23555074,-8.57940273999999
12165,-128.70110178,-8.82464977999999
12166,-145.41146416,-7.31031916000001
12168,-205.67024307,-8.61133207
12169,-179.16470092,-7.89231892000001
12170,-193.79068898,-8.00712998
12172,-140.43623446,-7.40651046000002
12173,-169.7244173,-7.6723393
12174,-157.74985536,-6.97312936
12176,-145.81047469,-6.52855269
12177,-117.04431684,-7.04298784
12178,-121.86000737,-8.18748637
12179,-136.31296834,-6.25135033999999
12180,-138.77895765,-6.88174365
12181,-136.3503872,-6.28876919999999
12182,-133.83910853,-5.61308653
12184,-158.0362549,-6.07875189999999
12185,-147.25152357,-5.94320056999999
12186,-136.16392954,-9.38046054
12187,-133.79781503,-8.84994203000001
12190,-174.62942365,-7.72537665000002
12191,-150.67615775,-7.50359175
12192,-162.24075912,-6.13437312000002
12194,-147.86532166,-8.14803266000001
12195,-160.14249273,-7.74962273
12196,-150.79960673,-7.02951572999999
12197,-183.16830552,-6.85314951999999
12198,-232.23298982,-9.60700181999999
12199,-174.49020056,-8.98638256000001
12200,-317.92826889,-7.24104989
12206,-153.09562224,-8.08746024000001
12209,-167.41821332,-9.29910332
12210,-148.11185887,-10.05303787
12211,-231.99932941,-6.31464441
12212,-155.05381793,-9.61028893
12213,-166.84531994,-8.46797093999999
12214,-253.86131923,-9.33944622999999
12215,-215.47538966,-7.79594566
12219,-66.65937781,-4.99528180999999
12220,-57.21257992,-4.76878792
12222,-71.56217669,-2.72928769000001
12226,-61.80252369,-3.80961969
12227,-90.51323051,-3.23973350999999
12228,-81.16311371,-3.10992071000001
12229,-90.56509986,-3.29160286
12230,-68.1225033,-4.4320063
12231,-102.63203901,-2.68296101
12232,-76.62367598,-3.52206998
12233,-121.85132064,-8.17879963999999
12235,-136.17629642,-9.39282742
12236,-387.85808343,-16.41856143
12237,-359.23020764,-14.01258164
12238,-167.40973319,-9.29062318999999
12240,-136.18282881,-9.39935980999999
12242,-150.49835669,-10.60393969
12243,-85.84787855,-7.18219055
12244,-90.51015698,-6.29535698000001
12246,-95.31626465,-7.43027264999999
12247,-105.10052903,-6.37455203
12248,-102.73380287,-5.84342187
12249,-95.29187291,-7.40588090999999
12250,-107.51678129,-6.95520829
12251,-143.708325,-4.86177000000001
12252,-150.58305833,-4.35179532999999
12253,-112.21439755,-6.10371255
12254,-119.28592012,-5.79052711999999
12256,-107.52373298,-6.96215998000001
12257,-124.44589992,-5.65963392
12259,-150.53642995,-4.30516695
12260,-100.16986916,-8.39323316000001
12262,-141.12828939,-7.39547938999999
12263,-143.46302454,-6.01669853999999
12264,-111.06903932,-8.04569832
12265,-102.46906498,-6.97891298
12266,-114.6775683,-6.5118353
12276,-140.43570409,-7.40598009000001
12277,-138.23620303,-11.01736703
12278,-167.41291962,-9.29380961999999
12283,-174.42404957,-7.04231156999998
12284,-217.9642583,-8.44921830000001
12285,-196.15009623,-8.53094123
12290,-119.3401589,-5.62531390000001
12291,-107.21992358,-8.05857958
12292,-232.27868525,-9.65269724999999
12296,-121.85329577,-8.18077477
12297,-121.86123324,-8.18871224
12298,-126.5747858,-7.3531528
12299,-136.37788934,-6.31627133999999
12301,-158.03608187,-6.07857887
12302,-145.65290939,-6.37098738999998
12303,-133.63375595,-7.02741494999999
12304,-121.83977195,-8.16725095
12306,-145.86647202,-6.58455001999999
12307,-164.85380586,-5.51159486
12309,-69.03625976,-5.31711575999999
12310,-69.0574252,-5.3382812
12315,-80.97490396,-6.19985996000001
12319,-97.88567763,-4.88594063000001
12320,-79.99842368,-5.03257468
12321,-77.55390587,-4.42365287
12322,-112.041092,-8.98910400000001
12323,-136.17265639,-9.38918738999999
12330,-114.48271071,-9.59512671
12331,-136.16708165,-9.38361265
12332,-140.89131205,-8.55873105000001
12333,-159.97462069,-7.58175069000001
12338,-107.51379507,-6.95222207
12339,-96.75353194,-6.84113894000001
12340,-107.52454244,-6.96296944000001
12342,-136.11738021,-4.39729420999998
12343,-81.02703898,-6.03254298
12344,-167.43997688,-9.32086687999998
12345,-203.59786852,-7.19377652
12346,-150.47825913,-10.58384213
12348,-167.42095107,-9.30184106999999
12349,-193.73713112,-8.17302411999998
12350,-97.66894026,-7.72790026
12352,-104.82410858,-7.49836058
12355,-121.84075362,-8.16823262
12356,-157.99387316,-6.03637015999999
12357,-113.29202725,-6.55517025
12362,-160.32859269,-6.53549368999998
12363,-97.75857781,-7.81753781
12364,-193.50432875,-9.34045075
12365,-255.70027795,-4.40619194999999
12370,-111.9851466,-8.9331586
12372,-119.14035419,-8.70365819
12374,-155.42161264,-8.57785464
12375,-155.3971692,-8.5534112
12376,-189.24243008,-5.94928607999998
12377,-133.8935551,-8.34815709999998
12378,-104.78868205,-7.24348205000001
12384,-234.52113054,-10.05954654
12385,-149.99893867,-9.62683067
12416,-90.50951608,-6.29471608
12417,-105.14489996,-6.41892296
12424,-321.89175495,-21.65199495
12428,-329.23752527,-19.47095527
12434,-101.39061994,-5.92911493999999
12435,-133.59034893,-6.98400793
12437,-147.86936948,-8.15208048
12438,-281.41746472,-8.60497071999998
12439,-186.50872724,-9.51010524
12446,-346.58838633,-17.19689433
12460,-217.10823572,-13.45235072
12461,-202.95883631,-12.19444731
12462,-222.32006915,-10.31461415
12472,-147.93269843,-8.21540942999999
12473,-152.99743449,-6.11135249
12475,-205.77916507,-8.72025407000001
12479,-265.6102589,-10.9938109
12480,-150.14417117,-9.55261117000001
12489,-88.14283336,-5.76362936
12490,-270.6345395,-9.06875050000002
12497,-186.48088214,-9.48226013999999
12500,-119.24078635,-8.58463834999999
12506,-198.58743832,-9.13268732
12507,-152.79344998,-8.96606498
12508,-153.10046646,-8.09230446000001
12509,-167.09689529,-7.31931728999999
12511,-148.27945864,-6.94248863999999
12512,-121.83597573,-8.16345473
12514,-103.9022042,-6.3856512
12516,-164.99812193,-8.71460793
12518,-152.82252574,-8.61706774000001
12519,-95.35777776,-6.15771976000001
12522,-177.10375434,-6.48619134
12524,-122.0019174,-5.05124739999999
12528,-111.07294943,-8.04960842999999
12529,-153.0830533,-8.07489129999999
12543,-218.6720016,-9.93101859999999
12549,-307.69131679,-20.56250479
12551,-250.57707313,-12.09148313
12556,-239.02689497,-10.19697597
12558,-119.12951468,-8.69281868
12561,-143.03020554,-10.04280554
12562,-344.11561677,-10.22287477
12563,-169.3727274,-11.7795754
12564,-169.37520459,-11.78205259
12565,-274.81810764,-14.04005264
12566,-169.37424483,-11.78109283
12568,-251.14294551,-9.63744550999999
12569,-291.6704468,-13.2509508
12570,-155.26492396,-9.60194296
12571,-167.42160837,-9.30249837
12575,-239.35389477,-9.12374677
12576,-231.64288945,-8.53921045000001
12577,-251.15970031,-6.59550331
12578,-181.50927971,-11.45999871
12580,-155.26464679,-9.60166579
12581,-138.21051738,-8.89430938000001
12582,-145.6773469,-9.45412189999999
12583,-176.24428151,-6.76870851000001
12584,-188.55383667,-6.40268267000002
12585,-71.5251317,-5.97039170000001
12586,-110.05490167,-4.37958367
12587,-153.12022424,-8.11206224
12589,-174.28620799,-8.78238999000001
12590,-135.6787285,-8.4175685
12596,-243.35752079,-16.27666079
12597,-217.76766784,-8.25262784
12600,-335.24167923,-11.26638423
12602,-253.04087437,-12.50023637
12605,-235.74149184,-12.94785584
12613,-210.36057005,-12.90861605
12614,-109.62333746,-8.40694546
12632,-184.06949491,-8.90646891
12635,-151.94428768,-5.98074367999999
12637,-121.5362177,-9.2639257
12638,-143.3231109,-5.87678489999999
12639,-157.64940007,-7.09212607000001
12640,-171.96200682,-8.29378482000001
12641,-186.28212386,-9.50295386000002
12647,-179.40818643,-6.95502743
12649,-200.7147806,-10.6052106
12650,-255.75228604,-11.97582304
12651,-193.78115726,-7.99759825999999
12654,-247.82346434,-12.79315134
12655,-250.81282792,-13.98570592
12656,-159.45508255,-9.86267054999999
12657,-152.79146867,-9.18353567
12658,-138.2920042,-10.8537162
12659,-85.84676329,-7.18107529
12660,-130.8186499,-4.38943689999999
12661,-119.56963933,-4.45456532999999
12662,-160.22219928,-7.60987728000001
12665,-124.17555248,-6.78951547999999
12668,-164.45314944,-12.62856144
12669,-16.70154708,-1.75500308
12674,-251.47874307,-8.79246607000002
12679,-202.68125997,-11.48061297
12681,-232.27575507,-9.64976707
12683,-229.47711192,-11.96486892
12684,-352.12403738,-14.29111938
12685,-191.58641491,-8.64120991000001
12698,-141.11510613,-7.38229612999999
12699,-157.41957331,-5.20383131
12700,-131.35543447,-8.24315747
12703,-140.86047604,-8.52789504
12704,-152.81166749,-8.60620949
12706,-157.58336299,-3.96739199000001
12709,-160.14574033,-7.75287033000001
12715,-147.95415887,-8.23686986999999
12716,-150.65495185,-7.48238585000001
12717,-196.21911566,-5.54126366
12718,-163.777712,-5.644925
12720,-52.27946482,-3.50686482
12721,-100.16304958,-8.38641358000001
12723,-128.83439501,-7.55771401000001
12724,-85.83506617,-7.16937817
12725,-133.64082194,-7.03448093999999
12732,-83.3527294,-6.52263740000001
12734,-140.40568905,-9.47333705
12746,-83.45773217,-6.62764017000001
12747,-96.62942058,-4.83910758
12748,-96.63398699,-4.84367399
12749,-95.20471202,-5.44080002
12750,-90.47255685,-6.25775685000001
12753,-119.24535866,-5.53051366
12755,-133.67155052,-6.84575752000001
12756,-150.71290094,-7.54033494000001
12757,-112.08614668,-9.03415868
12759,-128.72075095,-8.84429895
12760,-181.2129324,-6.4464864
12763,-128.83802951,-10.83949751
12765,-149.38986655,-7.42672454999999
12766,-148.07593197,-10.01711097
12769,-155.27775191,-9.61477091
12773,-179.12158952,-7.84920751999999
12774,-217.50864279,-6.11568279000002
12775,-155.27431412,-9.61133312000001
12777,-179.33789629,-9.94343429
12778,-185.9285843,-7.2714943
12779,-152.96305559,-8.53814559
12780,-174.48988704,-8.76661704
12781,-198.24737149,-6.91470049
12782,-154.82529584,-10.78199584
12783,-191.28557696,-10.61576296
12784,-150.31056983,-11.59692983
12785,-188.86635402,-10.03213602
12787,-227.41716235,-8.46236635000002
12788,-212.65109773,-8.20747872999999
12791,-181.30232287,-9.59457387
12792,-238.94068256,-7.05206655999999
12793,-229.99374237,-8.10873637
12796,-200.62508832,-8.85705032000001
12797,-174.11753692,-9.79449592
12798,-231.94655675,-10.72079775
12799,-217.37682072,-10.66223872
12800,-167.0414245,-13.3812405
12801,-215.32996572,-8.83129871999998
12802,-183.79736262,-10.03456562
12803,-178.58900273,-11.99499873
12804,-204.86490121,-8.94798021
12807,-205.23336111,-9.57467911000001
12809,-224.31856233,-10.21927233
12810,-207.97028507,-12.35392707
12811,-223.35389997,-9.06380496999998
12812,-202.53767639,-10.33427139
12816,-231.68920261,-11.86367261
12817,-231.69684696,-11.87131696
12819,-207.91099904,-10.19726904
12820,-253.60970607,-10.26861007
12822,-224.51099182,-12.07016982
12823,-202.70629094,-10.28343394
12825,-222.19766018,-11.59243418
12827,-240.02953896,-10.79289996
12828,-265.16995417,-8.89503816999996
12830,-265.26321236,-12.26644536
12831,-265.2419478,-12.2451808
12835,-234.02758684,-12.14700884
12837,-207.74396225,-13.30838125
12838,-202.12079952,-9.22025152000001
12840,-289.26165717,-9.03580817
12841,-231.73593309,-13.56887109
12842,-222.2218957,-11.3972177
12847,-279.57887594,-13.47116094
12848,-257.86251413,-13.65068413
12849,-279.5662661,-13.4585511
12850,-279.55827779,-13.45056279
12852,-235.67473666,-13.10055266
12853,-238.23218847,-12.20272747
12854,-234.21917449,-12.11914449
12860,-207.57549912,-16.41806712
12863,-291.51982635,-14.13675935
12864,-291.53518436,-14.15211736
12865,-272.17051178,-14.84773378
12866,-293.87136685,-14.65270385
12867,-257.97048434,-15.41712234
12880,-303.3206252,-14.6622062
12881,-305.72684281,-15.23282781
12884,-265.07312031,-13.03767831
12893,-315.63223934,-14.07878734
12897,-327.27659205,-16.06746905
12900,-360.64385429,-12.98534529
12902,-284.04430658,-20.38279358
12907,-278.8637748,-15.3370658
12920,-334.04389539,-16.63084139
12928,-216.85498386,-11.54063086
12930,-231.17239743,-12.74709643
12957,-126.57274455,-7.35111155
12958,-162.93233386,-6.20902486
12959,-160.59236535,-5.10712734999998
12961,-106.40465097,-3.99380497
12962,-104.88756831,-4.50312331000001
12964,-117.03310684,-7.03177784
12965,-126.53671456,-7.31508156
12967,-171.73987541,-6.41318540999998
12968,-206.62287653,-12.43539453
12969,-85.83500952,-7.16932152
12970,-85.83852249,-7.17283449
12973,-140.85446667,-8.52188566999999
12974,-208.07270037,-9.17819337
12976,-184.14321997,-6.14094896999998
12977,-177.20269669,-7.36843969
12980,-212.96139177,-7.11754377
12981,-169.59184508,-9.63713908000003
12984,-100.15159897,-8.37496297
12985,-140.88231794,-8.54973694
12986,-85.8442037,-7.17851569999999
12987,-83.39931565,-6.56922365000001
12988,-105.09925917,-6.37328217
12989,-200.97968455,-9.68933755
12990,-117.04654177,-7.04521277000001
12991,-88.30312693,-4.52369393000001
12992,-112.07156296,-9.01957496
12993,-102.71549664,-5.82511563999999
12994,-90.2838485,-4.1911285
12995,-124.33778787,-5.55152187
13002,-107.60388484,-3.76416284000001
13003,-92.90113459,-6.85073858999999
13004,-102.71380402,-5.82342301999999
13005,-148.27754477,-6.94057476999998
13006,-148.25645619,-6.91948618999999
13007,-121.53482346,-9.26253146000001
13008,-153.03286926,-8.02470726000001
13009,-153.05124952,-8.04308752
13010,-179.5365025,-6.86389150000002
13013,-171.96603161,-8.29780961
13016,-130.14246735,-8.23961435000001
13017,-152.79987986,-9.19194686
13018,-116.75455719,-7.93400518999999
13019,-143.18096241,-6.91541341000001
13020,-167.33945298,-9.22034298
13021,-142.85389792,-8.20802992
13023,-133.59810054,-9.83100454
13024,-131.17601821,-9.24451821
13025,-131.18997204,-9.25847203999999
13026,-193.82581514,-8.04225614000001
13027,-164.50529943,-7.74409443000002
13028,-150.42219905,-8.43041004999998
13030,-133.55406414,-9.78696814000001
13031,-157.61301338,-10.11443638
13032,-143.0251406,-10.0377406
13033,-133.53936682,-9.77227082
13034,-155.24435446,-9.58137346000001
13035,-150.18300584,-11.68881784
13036,-147.86588072,-10.98783672
13037,-184.0417223,-8.8786963
13043,-159.80897873,-11.65558273
13047,-191.02947142,-11.54043442
13049,-212.24207244,-12.47683144
13050,-234.37384334,-11.09303634
13052,-241.45043428,-10.78491928
13057,-236.18917592,-10.59508192
13058,-181.33099647,-12.46249247
13064,-272.79556467,-12.67232867
13065,-197.96927727,-14.15422927
13068,-193.23898932,-13.09513332
13069,-200.29544979,-12.76688579
13074,-289.02293488,-13.47546388
13076,-207.54713776,-14.29233376
13077,-250.93880918,-13.89223518
13082,-310.52506733,-14.26248833
13090,-288.85222272,-14.26607672
13091,-243.3442094,-16.2633494
13097,-281.7182209,-16.7003179
13128,-102.34931049,-7.07861048999999
13130,-167.97344734,-4.30079734
13134,-182.25597156,-5.47237355999999
13143,-102.73296118,-5.84258018
13150,-184.27992922,-7.93612622000001
13152,-162.39869467,-11.22892567
13157,-186.05638534,-7.61874734
13159,-100.15926409,-8.38262809
13160,-258.17734285,-9.50658684999999
13165,-169.91106188,-6.67820688
13166,-145.55192362,-9.32869861999998
13171,-292.37560218,-9.91668618
13174,-181.73220051,-10.50214251
13176,-92.8269929,-6.5571449
13177,-148.2411605,-6.9041905
13178,-223.88123921,-8.12348120999999
13181,-105.0894043,-6.3634273
13183,-99.86800146,-6.43289746000001
13195,-95.2007462,-5.43683419999999
13196,-108.95336381,-3.88994481
13197,-100.19918486,-8.42254886000001
13198,-117.03869109,-7.03736209
13199,-102.54146088,-7.83461488
13200,-126.44930391,-7.00821891
13201,-153.02238917,-8.01422717
13204,-150.70457033,-7.53200433000001
13205,-135.77566033,-8.51450032999999
13206,-186.34768327,-6.29036427
13207,-145.72807336,-9.50484835999998
13208,-142.83631621,-8.19044821
13210,-201.02589828,-8.64093728
13211,-133.60398034,-9.83688434
13213,-133.59888533,-9.83178933000001
13216,-174.36661504,-11.92149404
13217,-176.44570938,-8.40915238000002
13219,-257.97768613,-6.02878113
13220,-181.3763085,-11.5464795
13222,-200.80214617,-10.69257617
13223,-217.6324948,-9.2982318
13224,-183.77905534,-10.01625834
13225,-243.74387277,-9.58429376999999
13227,-173.8274961,-10.9046841
13229,-162.22989341,-12.24090141
13230,-155.02855433,-10.54635033
13232,-246.5043076,-10.7673716
13233,-197.20727478,-11.64257178
13234,-215.11272148,-11.89220348
13235,-217.55470461,-12.49859061
13237,-171.79772463,-12.36897663
13238,-207.47279109,-11.37874209
13239,-186.04996778,-14.51302978
13241,-216.79338872,-11.47903572
13243,-258.17110894,-9.28090094000001
13244,-284.22532945,-7.89012445000003
13246,-202.96654556,-14.29952856
13247,-222.27633135,-11.45165335
13250,-287.29175182,-10.77941882
13252,-243.56206335,-12.46118135
13254,-222.21750239,-11.39282439
13256,-193.24064406,-13.09678806
13257,-193.26602369,-13.12216769
13258,-193.27078154,-13.12692554
13261,-286.78577975,-11.67367575
13267,-291.54127247,-14.15820547
13272,-322.52928203,-10.53242503
13276,-305.85266083,-15.35864583
13279,-332.04163275,-14.10262075
13283,-240.75403177,-15.94767177
13285,-320.16170801,-16.55674501
13286,-387.40912458,-14.4029905800001
13289,-329.95238181,-15.50743381
13294,-334.4697418,-17.7538308
13296,-358.73365966,-14.19114166
13300,-348.79171625,-18.96485725
13338,-322.04865629,-20.84757129
13349,-315.82365142,-13.30887442
13356,-156.85529059,-7.22055459000001
13357,-153.09198827,-8.08382627
13359,-182.92382904,-8.00890203999998
13360,-184.24134955,-7.89754654999999
13362,-200.3733068,-8.82472079999999
13365,-205.21080706,-13.04972606
13367,-65.67330383,-3.81840283
13370,-255.91980778,-13.14610278
13376,-126.54860516,-7.32697216
13385,-138.89584062,-3.72047762
13386,-90.3643756,-6.14957560000001
13387,-124.1630099,-6.7769729
13388,-103.89310876,-6.37655576
13389,-131.24440021,-6.25420321000001
13392,-161.9929331,-7.2867761
13394,-143.17720907,-6.91166007000001
13396,-130.96139248,-7.37142448
13398,-160.04849626,-10.71432326
13399,-152.3279669,-8.24234290000001
13400,-176.91366298,-9.35479698
13401,-198.52184351,-7.18917250999999
13402,-133.60207438,-9.83497838000001
13403,-135.99353378,-10.39084178
13406,-157.60055318,-10.10197618
13407,-144.45849667,-9.44469566999999
13408,-152.5769849,-10.1498289
13409,-169.5075576,-10.7336286
13414,-164.51361972,-10.81111172
13415,-164.62238103,-12.79779303
13416,-183.86183941,-11.97696241
13419,-243.58394881,-9.42436981
13420,-188.64291411,-13.08684511
13422,-190.70647247,-14.71503647
13423,-231.67858544,-11.85305544
13424,-250.92879814,-11.04297914
13432,-229.1030468,-10.8936608
13433,-236.1604488,-10.5663548
13436,-200.66394523,-11.13762723
13438,-193.2672519,-13.1233959
13443,-271.74443841,-12.54374041
13444,-223.93415333,-14.07433733
13446,-236.22160111,-13.68620411
13447,-274.63822064,-11.98224564
13450,-265.6562139,-15.0531849
13459,-320.16760123,-16.56263823
13460,-317.72139379,-15.95202679
13461,-296.38988697,-14.89672397
13462,-288.79898,-14.212834
13467,-254.74269322,-17.26428922
13497,-355.27170051,-22.29960751
13512,-83.35473728,-6.52464528
13516,-188.17091856,-4.90642155999998
13519,-119.41516728,-7.57824228000001
13523,-297.00971849,-11.46286249
13527,-136.14772236,-9.36425335999999
13533,-131.21491246,-11.38078446
13534,-131.21834441,-11.38421641
13535,-283.43019209,-10.40178309
13536,-119.51264442,-4.39757041999999
13537,-365.31616351,-11.14721751
13538,-162.3677865,-6.26140050000001
13539,-198.56420859,-9.10945759000001
13542,-190.61830407,-11.56817107
13543,-143.38027947,-5.93395347000001
13544,-145.59612952,-6.31420752
13545,-133.34000329,-6.73366229
13546,-150.67225542,-7.49968942000001
13548,-190.31592846,-11.00755646
13550,-150.66012595,-7.48755995000002
13551,-183.21223784,-6.89708184
13552,-167.42394693,-9.30483692999999
13553,-193.48817113,-7.92406413
13555,-83.42523289,-6.59514089000001
13557,-105.0916492,-6.36567220000001
13558,-131.22222443,-11.38809643
13562,-145.83017724,-6.54825524
13563,-109.58948319,-8.59254319
13566,-88.2882368,-4.50880380000001
13567,-179.17045172,-6.71729271999999
13568,-83.37227089,-6.54217889
13570,-105.09482539,-6.36884839
13572,-148.10875061,-10.04992961
13574,-165.04330115,-8.16226215
13577,-119.4172818,-7.5803568
13578,-148.11865461,-7.00113661
13581,-186.52603874,-8.34663974
13586,-88.29944706,-4.52001406000001
13587,-100.33577974,-5.28099474000001
13588,-100.34109996,-5.28631496
13589,-124.29784594,-5.51157994
13590,-111.87509348,-7.16463748000001
13591,-130.99113942,-6.22039441999999
13594,-114.66861584,-6.50288284
13598,-114.51226264,-9.62467864
13599,-168.29190966,-4.61001066
13600,-150.14084452,-6.71003952000001
13601,-153.06638582,-8.05822381999999
13602,-133.57811186,-6.75231886
13603,-138.47831357,-7.98132857000002
13604,-126.20088281,-8.37947880999999
13606,-109.51064761,-6.41633561
13607,-133.76374696,-8.81587395999999
13608,-109.68319724,-8.46680524
13609,-112.06982955,-9.01784155
13610,-150.33436074,-8.56202374
13611,-181.46071861,-6.69427260999998
13612,-143.30062771,-8.91299870999998
13613,-159.59505599,-8.60241499
13616,-181.64440644,-10.41434844
13617,-176.86823124,-9.30936524000001
13621,-135.98908268,-10.38639068
13622,-193.7748841,-7.99132510000001
13623,-152.37166061,-8.28603661
13624,-152.38582827,-8.30020426999999
13625,-166.08996242,-7.30235642
13627,-135.99826117,-10.39556917
13628,-171.31414833,-8.78791633
13629,-135.99673119,-10.39403919
13630,-161.36779955,-8.12930555
13632,-167.09123215,-10.37235115
13633,-140.6836268,-11.4097428
13634,-195.91268965,-11.57168365
13635,-223.88832139,-8.98130338999999
13637,-200.49760258,-8.72956458000002
13638,-201.95768045,-8.16324144999999
13639,-159.58367901,-9.77181500999998
13642,-167.19411122,-10.25577822
13643,-181.03741237,-9.32966336999999
13645,-176.38972339,-13.50923539
13648,-171.55637261,-10.46915661
13650,-215.31607876,-8.81741176
13651,-162.08335304,-10.21644104
13652,-157.46677043,-11.14897043
13654,-200.80507714,-10.69550714
13657,-214.69874729,-9.81976129
13658,-220.06220768,-9.89234868
13661,-242.09129661,-9.14114161000001
13662,-214.97070842,-9.87227042000001
13663,-188.64398879,-10.99054779
13664,-178.84551542,-12.03205942
13667,-224.40812829,-10.08938629
13669,-195.81319767,-12.65296867
13670,-224.42600423,-11.98518223
13671,-252.82496701,-9.22563201
13674,-212.19113986,-12.42589886
13675,-242.78535858,-12.27697758
13676,-231.96679312,-12.10759212
13679,-211.38965321,-11.21415521
13683,-258.06832075,-12.45626175
13690,-224.37433534,-15.21166234
13695,-200.31470593,-12.78614193
13696,-214.84813693,-12.80839593
13697,-243.09255928,-15.26982628
13706,-293.85309882,-11.35628682
13708,-344.5828441,-11.4734081
13711,-317.71685368,-12.88878968
13712,-329.98289783,-12.47925283
13713,-228.72040575,-13.31147775
13720,-263.85359589,-11.84680089
13728,-264.87335953,-16.11606653
13744,-369.95773865,-14.69860665
13778,-200.2432654,-11.7533764
